27, 9
28, 9
29, 9
30, 9
31, 9
32, 9
33, 9
34, 9
35, 9
36, 9
37, 9
38, 9
39, 9
40, 9
41, 9
42, 9
43, 9
44, 9
45, 9
46, 9
47, 9
48, 9
49, 9
50, 9
51, 9
52, 9
53, 9
54, 10
55, 11
56, 12
56, 13
56, 14
54, 9
55, 10
56, 11
56, 15
56, 16
56, 17
56, 18
56, 19
56, 20
56, 21
56, 22
56, 23
56, 24
56, 25
56, 26
56, 27
56, 28
56, 29
56, 30
56, 31
56, 32
56, 33
56, 34
56, 35
55, 35
55, 36
54, 36
54, 37
53, 37
52, 37
51, 37
50, 37
49, 37
48, 37
47, 37
46, 37
45, 37
44, 37
43, 37
42, 37
41, 37
40, 37
39, 37
39, 38
39, 39
39, 40
27, 10
26, 10
26, 11
25, 11
25, 12
25, 13
25, 14
25, 15
25, 16
25, 17
25, 18
25, 19
25, 20
25, 21
25, 22
25, 23
25, 25
25, 24
25, 26
25, 27
25, 28
25, 29
25, 30
25, 31
25, 32
25, 33
25, 34
25, 35
26, 36
27, 37
25, 36
26, 37
28, 37
29, 37
30, 37
31, 37
32, 37
33, 37
33, 38
33, 39
33, 40
33, 41
33, 42
33, 43
34, 41
34, 42
34, 43
34, 44
34, 45
34, 46
34, 47
40, 40
41, 40
42, 40
43, 40
44, 40
45, 40
46, 40
47, 40
47, 39
47, 38
33, 47
32, 47
31, 47
30, 47
29, 47
28, 47
27, 47
26, 47
25, 47
24, 47
23, 47
22, 47
21, 47
20, 47
19, 47
18, 47
17, 47
16, 47
15, 47
14, 47
13, 47
13, 48
12, 48
11, 48
10, 48
9, 48
8, 48
7, 48
6, 48
5, 48
5, 49
5, 50
6, 51
5, 51
6, 52
5, 52
6, 53
7, 54
7, 55
6, 54
8, 56
9, 57
9, 58
8, 57
7, 56
10, 59
9, 59
11, 60
10, 60
11, 61
12, 61
12, 62
13, 62
13, 63
14, 63
14, 64
15, 64
15, 65
16, 65
17, 65
18, 65
19, 65
20, 65
21, 65
22, 65
38, 44
39, 44
40, 44
41, 44
42, 44
43, 44
44, 44
47, 41
47, 42
47, 43
47, 44
47, 46
47, 45
47, 47
48, 47
49, 47
50, 47
51, 47
52, 47
53, 47
54, 47
55, 47
56, 47
57, 47
58, 47
59, 47
60, 47
61, 47
62, 47
63, 47
64, 47
65, 47
66, 47
67, 47
68, 47
69, 47
70, 47
71, 47
72, 47
73, 47
74, 47
75, 47
76, 47
77, 47
78, 47
79, 47
80, 47
81, 47
82, 47
83, 47
84, 47
85, 47
86, 47
87, 47
88, 47
89, 47
90, 47
90, 48
90, 49
90, 50
90, 51
90, 52
90, 53
90, 54
91, 47
92, 47
93, 47
93, 46
93, 45
93, 44
93, 43
93, 42
93, 41
94, 41
95, 41
96, 41
97, 40
98, 40
99, 40
100, 40
101, 40
102, 40
103, 40
98, 44
99, 44
100, 44
101, 44
102, 44
103, 44
97, 44
98, 47
98, 48
99, 48
100, 48
101, 48
102, 48
103, 48
103, 49
103, 50
103, 51
103, 52
103, 53
103, 53
103, 54
102, 54
101, 53
94, 40
93, 40
93, 39
93, 38
92, 38
93, 37
92, 37
91, 37
90, 37
89, 37
88, 37
87, 37
94, 37
95, 37
96, 37
97, 37
97, 38
97, 39
98, 37
99, 37
101, 37
100, 37
102, 37
103, 37
22, 66
23, 66
24, 66
25, 66
26, 66
27, 66
28, 66
29, 66
30, 66
31, 66
32, 66
33, 66
34, 66
35, 66
36, 66
37, 66
38, 66
39, 66
40, 66
41, 66
42, 66
43, 66
44, 66
45, 66
46, 66
47, 66
48, 66
94, 48
95, 49
95, 50
96, 51
96, 51
98, 49
99, 50
100, 51
86, 36
85, 35
85, 36
86, 37
85, 34
85, 33
85, 32
85, 31
85, 30
85, 29
85, 28
85, 27
85, 26
85, 25
85, 24
85, 23
85, 22
85, 21
85, 20
85, 19
85, 18
85, 17
85, 16
85, 15
85, 14
85, 14
85, 13
85, 12
85, 11
86, 11
87, 10
86, 10
88, 9
87, 9
89, 9
90, 9
91, 9
92, 9
93, 9
94, 9
95, 9
96, 9
97, 9
98, 9
99, 9
100, 9
101, 9
102, 9
103, 9
104, 9
105, 9
106, 9
107, 9
108, 9
109, 9
110, 9
111, 9
112, 9
113, 9
114, 10
115, 11
116, 12
115, 10
114, 9
116, 11
116, 13
116, 14
116, 15
116, 16
116, 17
116, 18
116, 19
116, 20
116, 21
116, 22
116, 23
116, 24
116, 25
116, 26
116, 27
116, 28
116, 29
116, 31
116, 30
116, 32
116, 33
116, 34
116, 35
115, 35
114, 36
113, 37
108, 37
109, 37
110, 37
111, 37
112, 37
115, 36
114, 37
107, 37
107, 38
107, 39
107, 40
107, 45
107, 46
107, 47
106, 47
106, 48
106, 49
106, 50
106, 51
106, 52
106, 53
106, 54
106, 55
107, 55
108, 55
107, 52
110, 52
109, 52
114, 54
114, 53
114, 52
110, 53
110, 54
110, 55
110, 51
110, 50
110, 49
110, 48
108, 47
109, 47
110, 47
111, 47
112, 47
113, 47
114, 47
115, 47
116, 47
117, 47
118, 47
119, 47
120, 47
121, 47
122, 47
123, 47
124, 47
125, 47
126, 47
127, 47
128, 47
129, 47
130, 47
131, 47
132, 47
133, 47
133, 48
133, 49
133, 50
133, 51
133, 52
133, 53
133, 54
114, 48
114, 49
114, 50
114, 51
118, 48
118, 49
118, 50
118, 51
118, 52
118, 53
118, 54
118, 55
119, 55
120, 55
121, 55
123, 55
124, 55
125, 55
125, 54
125, 51
125, 50
125, 49
125, 48
126, 55
127, 55
128, 55
131, 55
132, 55
133, 57
132, 57
131, 57
130, 57
129, 57
128, 57
127, 57
126, 57
125, 57
125, 58
122, 58
122, 57
121, 58
120, 58
119, 58
108, 57
109, 57
110, 57
111, 57
112, 57
113, 57
114, 57
115, 57
115, 58
107, 58
106, 58
106, 59
106, 60
106, 61
106, 62
106, 64
106, 63
106, 65
106, 66
133, 58
133, 59
133, 60
133, 61
133, 62
133, 63
133, 64
133, 65
133, 66
105, 66
104, 66
103, 66
102, 65
101, 64
100, 64
99, 64
98, 64
97, 64
96, 65
95, 66
95, 67
94, 67
93, 67
92, 67
92, 66
92, 65
92, 64
92, 63
92, 62
92, 61
91, 61
90, 61
90, 62
90, 64
90, 63
90, 65
90, 66
91, 66
90, 60
88, 59
88, 60
89, 60
85, 60
85, 61
84, 61
84, 62
84, 63
84, 64
84, 65
84, 66
84, 59
83, 59
82, 59
81, 59
80, 59
77, 59
77, 60
77, 61
77, 62
77, 63
77, 64
77, 65
77, 66
121, 59
121, 60
121, 61
121, 62
121, 63
